Running simulation with random replacement algorithm...


####### MMU #######

Initialized page table
Page 0 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 892 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 893 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 894 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 895 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 896 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 897 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 898 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 899 ---> valid:0, frame=-1, dirty=0, referenced=0
------------------------------



####### MMU #######

------------------------------
Read Request for page 194
It is not a valid page --> page fault
Ask pager to load it from disk (SIGUSR1 signal) and wait
MMU resumed by SIGCONT signal from pager
Page table
Page 0 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 1 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 2 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 3 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 4 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 5 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 6 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 7 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 8 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 9 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 10 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 11 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 12 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 13 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 14 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 15 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 16 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 17 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 18 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 19 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 20 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 21 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 22 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 23 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 24 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 25 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 26 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 27 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 28 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 29 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 30 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 31 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 32 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 33 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 34 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 35 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 36 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 37 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 38 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 39 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 40 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 41 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 42 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 43 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 44 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 45 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 46 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 47 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 48 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 49 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 50 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 51 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 52 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 53 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 54 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 55 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 56 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 57 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 58 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 59 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 60 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 61 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 62 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 63 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 64 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 65 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 66 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 67 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 68 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 69 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 70 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 71 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 72 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 73 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 74 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 75 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 76 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 77 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 78 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 79 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 80 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 81 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 82 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 83 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 84 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 85 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 86 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 87 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 88 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 89 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 90 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 91 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 92 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 93 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 94 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 95 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 96 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 97 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 98 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 99 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 100 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 101 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 102 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 103 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 104 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 105 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 106 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 107 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 108 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 109 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 110 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 111 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 112 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 113 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 114 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 115 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 116 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 117 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 118 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 119 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 120 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 121 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 122 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 123 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 124 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 125 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 126 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 127 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 128 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 129 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 130 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 131 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 132 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 133 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 134 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 135 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 136 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 137 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 138 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 139 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 140 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 141 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 142 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 143 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 144 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 145 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 146 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 147 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 148 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 149 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 150 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 151 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 152 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 153 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 154 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 155 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 156 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 157 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 158 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 159 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 160 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 161 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 162 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 163 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 164 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 165 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 166 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 167 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 168 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 169 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 170 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 171 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 172 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 173 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 174 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 175 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 176 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 177 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 178 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 179 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 180 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 181 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 182 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 183 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 184 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 185 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 186 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 187 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 188 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 189 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 190 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 191 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 192 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 193 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 194 ---> valid:1, frame=1, dirty=0, referenced=0
Page 195 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 196 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 197 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 198 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 199 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 200 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 201 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 202 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 203 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 204 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 205 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 206 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 207 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 208 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 209 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 210 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 211 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 212 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 213 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 214 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 215 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 216 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 217 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 218 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 219 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 220 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 221 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 222 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 223 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 224 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 225 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 226 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 227 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 228 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 229 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 230 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 231 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 232 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 233 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 234 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 235 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 236 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 237 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 238 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 239 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 240 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 241 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 242 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 243 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 244 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 245 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 246 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 247 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 248 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 249 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 250 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 251 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 252 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 253 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 254 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 255 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 256 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 257 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 258 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 259 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 260 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 261 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 262 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 263 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 264 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 265 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 266 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 267 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 268 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 269 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 270 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 271 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 272 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 273 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 274 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 275 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 276 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 277 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 278 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 279 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 280 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 281 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 282 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 283 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 284 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 285 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 286 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 287 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 288 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 289 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 290 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 291 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 292 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 293 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 294 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 295 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 296 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 297 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 298 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 299 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 300 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 301 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 302 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 303 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 304 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 305 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 306 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 307 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 308 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 309 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 310 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 311 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 312 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 313 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 314 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 315 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 316 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 317 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 318 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 319 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 320 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 321 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 322 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 323 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 324 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 325 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 326 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 327 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 328 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 329 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 330 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 331 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 332 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 333 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 334 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 335 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 336 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 337 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 338 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 339 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 340 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 341 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 342 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 343 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 344 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 345 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 346 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 347 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 348 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 349 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 350 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 351 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 352 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 353 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 354 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 355 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 356 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 357 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 358 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 359 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 360 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 361 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 362 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 363 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 364 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 365 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 366 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 367 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 368 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 369 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 370 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 371 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 372 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 373 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 374 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 375 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 376 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 377 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 378 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 379 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 380 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 381 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 382 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 383 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 384 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 385 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 386 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 387 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 388 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 389 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 390 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 391 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 392 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 393 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 394 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 395 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 396 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 397 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 398 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 399 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 400 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 401 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 402 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 403 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 404 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 405 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 406 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 407 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 408 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 409 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 410 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 411 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 412 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 413 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 414 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 415 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 416 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 417 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 418 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 419 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 420 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 421 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 422 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 423 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 424 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 425 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 426 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 427 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 428 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 429 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 430 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 431 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 432 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 433 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 434 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 435 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 436 ---> valid:0, frame=-1, dirty=0, referenced=0
Page 437 ---> valid:0, frame=-1, dirty=0, referenced=0
